name;streetAddress;postalCode;addressLocality;addressRegion;addressCountry;geo_latitude;geo_longitude;url
Hof Hottbarg;Preetzer Str. 12A;24211;Kührsdorf;Schleswig-Holstein;Deutschland;54.175680;10.265950;https://hofladen.info/hofladen/hof-hottbarg
Wirth's Hof;Brühl 2;91056 ;Dechsendorf;Bayern;Deutschland;49.626789;10.937867;https://hofladen.info/hofladen/wirth-s-hof
Jugendlandhof Crussow;Felchower Strasse 15;16278;Angermünde;Brandenburg;Deutschland;53.005672;14.080434;https://hofladen.info/hofladen/jugendlandhof-crussow
Spargel-Erdbeeren Springensguth;Rodenweg 36;33415;Verl;Niedersachsen;Deutschland;51.875218;8.592108;https://hofladen.info/hofladen/spargel-erdbeeren-springensguth
Biohof Wöhler;Lange Str. 15;30938 ;Burgwedel;Niedersachsen;Deutschland;52.561083;9.845351;https://hofladen.info/hofladen/biohof-wohler
Ucker-Ei;Boben Enn 3;17291;Nordwestuckermark;Brandenburg;Deutschland;53.260192;13.847788;https://hofladen.info/hofladen/ucker-ei
Stimbekhof;Oberhaverbeck 2;29646;Bispingen;Niedersachsen;Deutschland;53.145021;9.920885;https://hofladen.info/hofladen/stimbekhof
Obst- und Beerenanbau Pfizenmaier;Kohlhof 1;74629;Pfedelbach;Baden-Württemberg;Deutschland;49.121296;9.587327;https://hofladen.info/hofladen/obst-und-beerenanbau-pfizenmaier
Weingut Thürkind ;Neue Dorfstraße 9 ;6632;Gröst;Sachsen-Anhalt;Deutschland;51.259640;11.845790;https://hofladen.info/hofladen/weingut-thurkind
Spargelhof Niemann;Hauptstraße 7;29578;Eimke;Niedersachsen;Deutschland;52.941924;10.319269;https://hofladen.info/hofladen/spargelhof-niemann
Geflügelzucht Egon Müller;Steinfeld 2;75146;Aspach;Baden-Württemberg;Deutschland;49.014800;9.368570;https://hofladen.info/hofladen/geflugelzucht-egon-muller
Spreewaldkiste;Maiberg 1A;03054;Cottbus;Brandenburg;Deutschland;51.840590;14.344659;https://hofladen.info/hofladen/spreewaldkiste
Ölmühle Gut Blankensee;Blankensee 23;17268;Mittenwalde;Brandenburg;Deutschland;53.193361;13.703202;https://hofladen.info/hofladen/olmuhle-gut-blankensee
Lampl Hof;Kirchplatz 2 ;85235 ;Pfaffenhofen an der Glonn;Bayern;Deutschland;48.296775;11.163536;https://hofladen.info/hofladen/lampl-hof
Stapflehus;Mühlenstrasse 2;79589;Binzen;Baden-Württemberg;Deutschland;47.631669;7.624656;https://hofladen.info/hofladen/stapflehus
Biolandhof Kramer ;Hauptstraße 1;27324;Hassel;Niedersachsen;Deutschland;52.784199;9.211924;https://hofladen.info/hofladen/biolandhof-kramer
Erdbeer & Kartoffelhof Wendenborstel;Alte Dorfstraße 1;31634 ;Steimbke;Niedersachsen;Deutschland;52.646558;9.441532;https://hofladen.info/hofladen/erdbeer-kartoffelhof-wendenborstel
Bioladen Kanzleilehngut;Loßnitzer Weg 1;9633;Halsbrücke;Sachsen;Deutschland;50.945570;13.334570;https://hofladen.info/hofladen/bioladen-kanzleilehngut
Hof Höcker;Hohner Mark 39;49525;Lengerich;Nordrhein-Westfalen;Deutschland;52.149780;7.866130;https://hofladen.info/hofladen/hof-hocker
Früchte-Frank;Erlenbacher Weg 45;74189;Weinsberg;Baden-Württemberg;Deutschland;49.173700;9.290560;https://hofladen.info/hofladen/fruchte-frank
Hof Wittschap;Rendsburger Landtraße 510 ;24111 ;Kiel;Schleswig-Holstein;Deutschland;54.303490;10.046810;https://hofladen.info/hofladen/hof-wittschap
Holler-Hof;Dorfstraße 41;4626;Jonaswalde;Thüringen;Deutschland;50.841250;12.290370;https://hofladen.info/hofladen/holler-hof
Käserei Natürlich vom Höchsten;Unterlimpach 7;88693;Deggenhausertal;Baden-Württemberg;Deutschland;47.786920;9.424180;https://hofladen.info/hofladen/kaserei-naturlich-vom-hochsten
Biohof Böse-Hartje;Groß Eißel 26;27321;Thedinghausen;Niedersachsen;Deutschland;52.979690;9.009140;https://hofladen.info/hofladen/biohof-bose-hartje
Lämmerhof;Dorfstraße 10 ;23896 ;Panten;Schleswig-Holstein;Deutschland;53.663458;10.617959;https://hofladen.info/hofladen/lammerhof
Weingut Walz;Seehau 1;71665 ;Vaihingen/Enz;Baden-Württemberg;Deutschland;48.974644;8.940684;https://hofladen.info/hofladen/weingut-walz
Giek GbR;Im Kornfeld 7;71696;Möglingen;Baden-Württemberg;Deutschland;48.864990;9.133890;https://hofladen.info/hofladen/giek-gbr
Hofgut Rüttehof;Rüttehof 1;79400;Kandern-Wollbach;Baden-Württemberg;Deutschland;47.680270;7.651377;https://hofladen.info/hofladen/hofgut-ruttehof
Bauernhof Weggun;Fürstenauer Satraße 29;17291;Nordwestuckermark;Brandenburg;Deutschland;53.323275;13.562787;https://hofladen.info/hofladen/bauernhof-weggun
Biolandhof Burger;Zum Flecken 18;91189 ;Rohr;Bayern;Deutschland;49.342775;10.883601;https://hofladen.info/hofladen/biolandhof-burger
Milchschafhof Jauernik;Am Steg 1;74626;Bretzfeld;Baden-Württemberg;Deutschland;49.202520;9.430850;https://hofladen.info/hofladen/milchschafhof-jauernik
Gärtnerei Ortmann;Bremerstraße 4;27339;Thedinghausen;Niedersachsen;Deutschland;52.988737;8.932402;https://hofladen.info/hofladen/gartnerei-ortmann
Hof Haltermann;Am Hodenberger Deich 36;28355;Bremen;Bremen;Deutschland;53.089186;8.950200;https://hofladen.info/hofladen/hof-haltermann
Hofladen Vorsee;Vorsee 12;88284;Wolpertswende;Baden-Württemberg;Deutschland;47.889005;9.582330;https://hofladen.info/hofladen/hofladen-vorsee
Landgeschmack;Göriker Dorfstraße 13;16866;Görike;Brandenburg;Deutschland;52.943858;12.203530;https://hofladen.info/hofladen/landgeschmack
Ilken Milchautomat;Wildunger Strasse 2;34549;Edertal;Hessen;Deutschland;51.156613;9.122725;https://hofladen.info/hofladen/ilken-milchautomat
AGROKLI;Lebuser Chaussee 16;15234;Frankfurt (Oder);Brandenburg;Deutschland;52.372975;14.523226;https://hofladen.info/hofladen/agrokli
Hofladen Probst ;Siebigeröder Straße 2 ;6308;Benndorf;Sachsen-Anhalt;Deutschland;51.567601;11.482820;https://hofladen.info/hofladen/hofladen-probst
Hofgut Schleinkofer;Amtmännenwiesen 3;76199;Karlsruhe-Rüppurr;Baden-Württemberg;Deutschland;48.965740;8.387610;https://hofladen.info/hofladen/hofgut-schleinkofer
Korn-Hof;Schleifweg 40;74336;Brackenheim-Brotenheim;Baden-Württemberg;Deutschland;49.057476;9.057408;https://hofladen.info/hofladen/korn-hof
Hofladen Rühl;Hofgasse 21;36329 ;Romrod;Hessen;Deutschland;50.728756;9.195859;https://hofladen.info/hofladen/hofladen-ruhl
Familie Grässlin;Dorfstrasse 42a;79597;Schallbach;Baden-Württemberg;Deutschland;47.656740;7.627303;https://hofladen.info/hofladen/familie-grasslin
Straussenland Nedlitz;Am Bahnhof 10a,;39291;Nedlitz;Sachsen-Anhalt;Deutschland;52.140690;11.838590;https://hofladen.info/hofladen/straussenland-nedlitz
Grethermühle;Mühleweg 20;79689;Maulburg;Baden-Württemberg;Deutschland;47.644164;7.767919;https://hofladen.info/hofladen/grethermuhle
Hofladen Kleeblatt;Am Kloster 1;63683;Ortenberg;Hessen;Deutschland;50.344804;9.022831;https://hofladen.info/hofladen/hofladen-kleeblatt
Bunte Kuh;Am Hilgen Hof 10a;4286;Spangenberg;Hessen;Deutschland;51.150916;9.695255;https://hofladen.info/hofladen/bunte-kuh
RosaKuh;Am Pfannenfeld 2;90587 ;Obermichelbach;Bayern;Deutschland;49.527176;10.919997;https://hofladen.info/hofladen/rosakuh
Weingut Johann August Sack;Bahnhofstraße 30;97922;Lauda-Königshofen;Baden-Württemberg;Deutschland;49.567207;9.706921;https://hofladen.info/hofladen/weingut-johann-august-sack
Weiße Hube;Hohe Strasse 72;64732;Bad König;Hessen;Deutschland;49.727173;9.015471;https://hofladen.info/hofladen/wei%C3%9Fe-hube
Probst;Rathausstrasse 1;79400;Kandern-Wollbach;Baden-Württemberg;Deutschland;47.669549;7.653835;https://hofladen.info/hofladen/probst
Hofladen Backensholz;Schwabstedter Damm 10;25885;Oster-Ohrstedt;Schleswig-Holstein;Deutschland;54.498840;9.277374;https://hofladen.info/hofladen/hofladen-backensholz
Tannenburg GbR;Tannenburg 1;74424;Bühlertann;Baden-Württemberg;Deutschland;49.030729;9.927444;https://hofladen.info/hofladen/tannenburg-gbr
Biohof Hausmann;Hauptstraße 59;86678;Ehingen;Bayern;Deutschland;48.596192;10.793435;https://hofladen.info/hofladen/biohof-hausmann-2
Geflügelhof Walker;Ludwigsburger Steige 100;71686;Remseck-Aldingen;Baden-Württemberg;Deutschland;48.870681;9.239503;https://hofladen.info/hofladen/geflugelhof-walker
Sonnenei;Lützelfeldstraße 14;36211;Alheim;Hessen;Deutschland;51.045056;9.666334;https://hofladen.info/hofladen/sonnenei
Obstgut Marquardt;Dorfstraße 10;14476;Potsdam;Brandenburg;Deutschland;52.475982;12.988163;https://hofladen.info/hofladen/obstgut-marquardt
Imkerei Stechlin;Dorfstraße 51;16775;Stechlin;Brandenburg;Deutschland;53.077669;13.011808;https://hofladen.info/hofladen/imkerei-stechlin
VITAshrimp;Starcholtstrasse 7;86495;Eurasburg;Bayern;Deutschland;48.332500;11.131270;https://hofladen.info/hofladen/vitashrimp
Hofgut Sonnenschein;Dorfstr. 33;79592;Fischingen;Baden-Württemberg;Deutschland;47.651305;7.597112;https://hofladen.info/hofladen/hofgut-sonnenschein
Finkennest;Zillham 12;83137;Schonstett;Bayern;Deutschland;47.984838;12.266161;https://hofladen.info/hofladen/finkennest
Lapinchen;Dompfaffstraße 34;53881;Euskirchen;Nordrhein-Westfalen;Deutschland;50.617761;6.852103;https://hofladen.info/hofladen/lapinchen
Hofladen;Dorfstraße 1;15345;Altlandsberg;Brandenburg;Deutschland;52.605910;13.807340;https://hofladen.info/hofladen/hofladen
Marienteichbaude;Marienteichbaude 1, An der B4;38667;Bad Harzburg;Niedersachsen;Deutschland;51.835833;10.526944;https://hofladen.info/hofladen/marienteichbaude
Lotta Landmilch;Memelweg 1;37284;Waldkappel;Hessen;Deutschland;51.117723;9.819347;https://hofladen.info/hofladen/lotta-landmilch
H4C Ranch Fleischverkauf;Berthelsdorfer Str. 6;09661 ;Hainichen;Sachsen;Deutschland;50.960274;13.119667;https://hofladen.info/hofladen/h4c-ranch-fleischverkauf
Weidenhof;Weidenstraße 5-7;63607;Wächtersbach;Hessen;Deutschland;50.266084;9.315570;https://hofladen.info/hofladen/weidenhof
Hagsfelder Hofladen;In der Karl-Pfizer-Anlage;76139;Karlruhe;Baden-Württemberg;Deutschland;49.026185;8.461424;https://hofladen.info/hofladen/hagsfelder-hofladen
Landmarkt Memmendorf;Am Memmendorfer Park 1;9569;Oederan;Sachsen;Deutschland;50.886451;13.186524;https://hofladen.info/hofladen/landmarkt-memmendorf
Hofladen Kraut und Rüben;Steiermärkerstr.16a;76227;Karlruhe;Baden-Württemberg;Deutschland;48.985904;8.456501;https://hofladen.info/hofladen/hofladen-kraut-und-ruben
CHÄS CHUCHI ;Wehratalstr 12;79650;Schopfheim;Baden-Württemberg;Deutschland;47.697898;7.932462;https://hofladen.info/hofladen/chas-chuchi
Hofladen Kirsch;Witzschdorfer Hauptstrasse 14;9437;Gornau;Sachsen;Deutschland;50.774560;13.073450;https://hofladen.info/hofladen/hofladen-kirsch
Ranch am Torfmoor;Törf 4;18586;Göhren;Mecklenburg-Vorpommern;Deutschland;54.338440;13.728620;https://hofladen.info/hofladen/ranch-am-torfmoor
Kettenburgs Hof;Alte Dorfstraße 18;27356 ;Rotenburg;Niedersachsen;Deutschland;53.079007;9.351452;https://hofladen.info/hofladen/kettenburgs-hof
Dülfershof;Dülfershof 26;34537;Bad Wildungen;Hessen;Deutschland;51.091663;8.998565;https://hofladen.info/hofladen/dulfershof
Geflügelzucht Josef Schulte;Klettenbach 1;72654;Neckartenzlingen;Baden-Württemberg;Deutschland;48.580756;9.248585;https://hofladen.info/hofladen/geflugelzucht-josef-schulte
Hof Icken;Hörn 4 · ;27607 ;Geestland-Sievern;Niedersachsen;Deutschland;53.647820;8.598523;https://hofladen.info/hofladen/hof-icken
Borgfelder Milchmanufaktur;Borgfelder Landstraße 4;28357;Bremen;Bremen;Deutschland;53.126893;8.903985;https://hofladen.info/hofladen/borgfelder-milchmanufaktur
Obsthof Strodel;Rothkreuz 2;88138;Weißensberg;Bayern;Deutschland;47.591057;9.729905;https://hofladen.info/hofladen/obsthof-strodel
Bullerbeekshoff;Achimer Str. 38;27283;Verden (Aller);Niedersachsen;Deutschland;52.957950;9.226620;https://hofladen.info/hofladen/bullerbeekshoff
Straußenhof Angermünde;Schmargendorferweg 23;16278;angermünde;Brandenburg;Deutschland;52.996979;13.980293;https://hofladen.info/hofladen/strau%C3%9Fenhof-angermunde
Fischer-Trimborn;Große Gaß 21;79576;Weil-Haltingen;Baden-Württemberg;Deutschland;47.613496;7.620453;https://hofladen.info/hofladen/fischer-trimborn
Hofladen Rittergut;Im Rittergut 1;4626;Schwanditz;Thüringen;Deutschland;50.953561;12.338279;https://hofladen.info/hofladen/hofladen-rittergut
Gut Boltenhof;Lindenallee 14;16798 ;Fürstenberg/Havel;Brandenburg;Deutschland;53.115416;13.255029;https://hofladen.info/hofladen/gut-boltenhof
Wiesenhof;Wiednitzer Str. 17;2991;Leippe-Torno;Sachsen;Deutschland;51.413890;14.064790;https://hofladen.info/hofladen/wiesenhof
Landgut Kemmler;Hauptstraße 34;72127;Kusterdingen;Baden-Württemberg;Deutschland;48.498278;9.101297;https://hofladen.info/hofladen/landgut-kemmler
Uckerkaas;;17337;Uckerland;Brandenburg;Deutschland;53.450395;13.804727;https://hofladen.info/hofladen/uckerkaas
Havelländische Hofkäserei;Neues Ende 14A;14715;Märkisch Luch;Brandenburg;Deutschland;52.566475;12.561283;https://hofladen.info/hofladen/havellandische-hofkaserei
Hofkäserei Kremer;Aukenzell 2;93167;Falkenstein;Bayern;Deutschland;49.081880;12.523080;https://hofladen.info/hofladen/hofkaserei-kremer
Bauernhof Möking;;88690;Uhldingen;Baden-Württemberg;Deutschland;47.734846;9.242572;https://hofladen.info/hofladen/bauernhof-moking
Spargel-Hof Lövenich;Schillingsstraße 72;52355;Düren;Nordrhein-Westfalen;Deutschland;50.795484;6.446966;https://hofladen.info/hofladen/spargel-hof-lovenich
Kräuter Heidi;Kammeroder Weg 4;14548 ;Schwielowsee;Brandenburg;Deutschland;52.312055;12.918663;https://hofladen.info/hofladen/krauter-heidi
Hofladen Großzöbern;Plauener Landstr. 12;8538;Weischlitz ;Sachsen;Deutschland;50.448688;12.058307;https://hofladen.info/hofladen/hofladen-gro%C3%9Fzobern
Sanddorn-Storchennest;Friedrich-Naumann-Allee 26;19288;Ludwigslust;Mecklenburg-Vorpommern;Deutschland;53.327520;11.488920;https://hofladen.info/hofladen/sanddorn-storchennest
Spargelhof Ulrich;Walschenkampsweg 3;27801;Dötlingen;Niedersachsen;Deutschland;52.939387;8.374492;https://hofladen.info/hofladen/spargelhof-ulrich
Reutebachhof Milchschafspezialitäten;Reutebachhof 1;74426;Bühlerzell - Geifertshofen;Baden-Württemberg;Deutschland;49.004423;9.884847;https://hofladen.info/hofladen/reutebachhof-milchschafspezialitaten
Bioland Hofladen Seibold;Hofbühlweg 1;74589;Satteldorf;Baden-Württemberg;Deutschland;49.171175;10.082076;https://hofladen.info/hofladen/bioland-hofladen-seibold
Biohof Butz;Viehhausen 2 ;84056;Rottenburg;Bayern;Deutschland;48.681610;12.017080;https://hofladen.info/hofladen/biohof-butz
Kreatoffel;Siegburgerstraße 12;56170 ;Bendorf ;Rheinland-Pfalz;Deutschland;50.423949;7.576227;https://hofladen.info/hofladen/kreatoffel
Hofladen Landgut Pretschen;Am Landgut 2;15913;Märkische Heide;Brandenburg;Deutschland;52.090390;13.997780;https://hofladen.info/hofladen/hofladen-landgut-pretschen
Hofladen Familie Sperling;Hofsträßle 40;70378;Stuttgart;Baden-Württemberg;Deutschland;48.856370;9.220160;https://hofladen.info/hofladen/hofladen-familie-sperling
Mühle Zänker ;Dorfstraße 18 ;39288;Burg-Gütter;Sachsen-Anhalt;Deutschland;52.267300;11.908029;https://hofladen.info/hofladen/muhle-zanker
Der Obergrashof;Obergrashof 1;85221;Dachau;Bayern;Deutschland;48.254380;11.491970;https://hofladen.info/hofladen/der-obergrashof
Stendaler Scheunenladen ;Osterburger Str. 63 ;39576;Stendal;Sachsen-Anhalt;Deutschland;52.620160;11.845290;https://hofladen.info/hofladen/stendaler-scheunenladen
Nonies Hof Hofladen;Heidäckersiedlung 4;74924;Neckarbischofsheim ;Baden-Württemberg;Deutschland;49.306300;8.972670;https://hofladen.info/hofladen/nonies-hof-hofladen
Landschaftspflege- und Ziegenhof ;Friedeburger Straße 9 ;6347;Gerbstedt;Sachsen-Anhalt;Deutschland;51.630893;11.704296;https://hofladen.info/hofladen/landschaftspflege-und-ziegenhof
Hofgut Friedelhausen;Friedelhausen 2;35457;Lollar;Hessen;Deutschland;50.671496;8.711032;https://hofladen.info/hofladen/hofgut-friedelhausen
Ziegenkäserei und Wiesencafe Karolinenhof;Karolinenhof 1;16766;Kremmen;Brandenburg;Deutschland;52.712698;12.867927;https://hofladen.info/hofladen/ziegenkaserei-und-wiesencafe-karolinenhof
Hof Hacke;Hannoverische Straße 44 ;27330 ;Asendorf;Niedersachsen;Deutschland;52.728038;9.042244;https://hofladen.info/hofladen/hof-hacke
Hof Ilmeaue;Ilmestraße 5;37586;Dassel;Niedersachsen;Deutschland;51.797993;9.700854;https://hofladen.info/hofladen/hof-ilmeaue
Hof Niemeyer;Mardorfer Str. 22;31535 ;Neustadt;Niedersachsen;Deutschland;52.489326;9.293269;https://hofladen.info/hofladen/hof-niemeyer
Hof Möllenbeck;Waterort 17;48336;Füchtorf;Nordrhein-Westfalen;Deutschland;52.053713;8.017839;https://hofladen.info/hofladen/hof-mollenbeck
Bioland Gemüsehof Norbert Meyer;Dielingdorfer Str. 19;49324;Melle;Niedersachsen;Deutschland;52.160167;8.358914;https://hofladen.info/hofladen/bioland-gemusehof-norbert-meyer
Spanferkel und Obsthof Wagner GbR;Bruhweg 37;74080;Heilbronn;Baden-Württemberg;Deutschland;49.132671;9.150302;https://hofladen.info/hofladen/spanferkel-und-obsthof-wagner-gbr
SLädele;Eschendorfer Str. 16;88348;Bad Saulgau;Baden-Württemberg;Deutschland;47.998919;9.435376;https://hofladen.info/hofladen/sladele
Hohenloher Schaumweine;Mühlgasse 4;74595;Langenburg;Baden-Württemberg;Deutschland;49.275193;9.833130;https://hofladen.info/hofladen/hohenloher-schaumweine
Erlebnisbauernhof Rademer;Langenbrücker Weg 8a;64832;Babenhausen;Hessen;Deutschland;49.959879;8.944704;https://hofladen.info/hofladen/erlebnisbauernhof-rademer
Alpacahof Altes Pfarrhaus;Große Dorfstr. 20 ;6386;Scheuder;Sachsen-Anhalt;Deutschland;51.768950;12.079810;https://hofladen.info/hofladen/alpacahof-altes-pfarrhaus
Lütte Meierie Hofladen & CafÃ©;Dorfstraße 5;17237;Kratzeburg;Mecklenburg-Vorpommern;Deutschland;53.429532;12.946220;https://hofladen.info/hofladen/lutte-meierie-hofladen-cafa%C2%A9
Wild Hofladen Brodowin;Brodowiner Dorfstr. 40a;16230;Chorin;Brandenburg;Deutschland;52.901159;13.954620;https://hofladen.info/hofladen/wild-hofladen-brodowin
Spargelhof Simianer;In den Steegwiesen 1;14547;Beelitz;Brandenburg;Deutschland;52.291444;12.831494;https://hofladen.info/hofladen/spargelhof-simianer
Bauernhof Pitschke ;Hauptstraße 17 ;6429;Gerbitz;Sachsen-Anhalt;Deutschland;51.841606;11.826253;https://hofladen.info/hofladen/bauernhof-pitschke
Ökohof Kuhhorst;Dorfstraße 9 ;16818 ;Kuhhorst;Brandenburg;Deutschland;52.719009;12.850807;https://hofladen.info/hofladen/okohof-kuhhorst
Hof Petschl;Reutpfädle 1;71672 ;Marbach am Neckar;Baden-Württemberg;Deutschland;48.933990;9.269920;https://hofladen.info/hofladen/hof-petschl
Simons Hofladen;Unterer Weiler 3;74545;Michelfeld;Baden-Württemberg;Deutschland;49.129029;9.597007;https://hofladen.info/hofladen/simons-hofladen
Jakobs-Hof Beelitz;Kähnsdorfer Weg 1a;14547;Beelitz;Brandenburg;Deutschland;52.251992;12.987603;https://hofladen.info/hofladen/jakobs-hof-beelitz
Mosterei Kühlmanns Hof;Mühlenstr. 11;38889 ;Blankenburg;Sachsen-Anhalt;Deutschland;51.794233;10.965418;https://hofladen.info/hofladen/mosterei-kuhlmanns-hof
Ziegenhof Wolfsschlucht;Pusack 1;3159;Neiße-Malxetal;Brandenburg;Deutschland;51.589380;14.732620;https://hofladen.info/hofladen/ziegenhof-wolfsschlucht
Hofgemeinschaft Marienhöhe;Marienhöhe 3;15526;Bad Saarow;Brandenburg;Deutschland;52.291480;14.023580;https://hofladen.info/hofladen/hofgemeinschaft-marienhohe
Anderlbauer;Hauptstr. 4;83112;Frasdorf;Bayern;Deutschland;47.803120;12.289700;https://hofladen.info/hofladen/anderlbauer
Hühnerhof Steuden ;Neue Straße 3 ;6179;Teutschenthal;Sachsen-Anhalt;Deutschland;51.417740;11.767490;https://hofladen.info/hofladen/huhnerhof-steuden
Schmidbergers Schaf- u. Ziegenhof;Äußere Straße 6;97996;Niederstetten;Baden-Württemberg;Deutschland;49.402995;9.873753;https://hofladen.info/hofladen/schmidbergers-schaf-u-ziegenhof
Biohof Rzehak;Holander Allee 24;24214;Tüttendorf;Schleswig-Holstein;Deutschland;54.378470;9.968880;https://hofladen.info/hofladen/biohof-rzehak
Käsehof  Biss;Hofkamp;24326;Dersau;Schleswig-Holstein;Deutschland;54.126235;10.311770;https://hofladen.info/hofladen/kasehof-biss
Obsthof Hentschel;Großkrausniker Straße 2B;3249;Sonnewalde;Brandenburg;Deutschland;51.715212;13.631234;https://hofladen.info/hofladen/obsthof-hentschel
Spargelhof Ketelaars;Ervelensteg 106;47574;Goch;Nordrhein-Westfalen;Deutschland;51.621950;6.099440;https://hofladen.info/hofladen/spargelhof-ketelaars
Bauernho f- Eis Wanner;Hag 2;74424;Bühlertann;Baden-Württemberg;Deutschland;49.042725;9.896560;https://hofladen.info/hofladen/bauernho-f-eis-wanner
Moosbeerhütte;Kötnerende 11;29690;Gilten;Niedersachsen;Deutschland;52.706801;9.531181;https://hofladen.info/hofladen/moosbeerhutte
Marias Marschenmilch;Bundesstr.53;25719 ;Barlt;Schleswig-Holstein;Deutschland;54.011447;9.029411;https://hofladen.info/hofladen/marias-marschenmilch
Fischerhof am Kerner See ;Am Kernersee 3 ;6317;Seegebiet Mansfelder Land;Sachsen-Anhalt;Deutschland;51.480126;11.740843;https://hofladen.info/hofladen/fischerhof-am-kerner-see
Weingut Udo Engelhardt;Kirchplatz 18;97285;Röttingen;Bayern;Deutschland;49.509990;9.968060;https://hofladen.info/hofladen/weingut-udo-engelhardt
Geflügelfarm Lommatzsch;Schwochau 13;1623;Lommatzsch;Sachsen;Deutschland;51.182200;13.292940;https://hofladen.info/hofladen/geflugelfarm-lommatzsch
Obsthof Bahlinger;Weiherweg 5;79588;Efringen-Kirchen;Baden-Württemberg;Deutschland;47.690207;7.539935;https://hofladen.info/hofladen/obsthof-bahlinger
Wegeners Hof;Leinechaussee 44;31515 ;Wunstorf;Niedersachsen;Deutschland;52.448877;9.458269;https://hofladen.info/hofladen/wegeners-hof
Freitaler Milchtanke;Lübauer Str.5;1705;Freital ;Sachsen;Deutschland;50.974200;13.604500;https://hofladen.info/hofladen/freitaler-milchtanke
Domäne Fredeburg;Domänenweg 1;23909;Fredeburg;Schleswig-Holstein;Deutschland;53.675130;10.726310;https://hofladen.info/hofladen/domane-fredeburg
"Natur Damwild Gehege ""Torfstich"" ";Temps Mühle 2 ;39359;Calvörde;Sachsen-Anhalt;Deutschland;52.396100;11.315410;https://hofladen.info/hofladen/natur-damwild-gehege-torfstich
Weinbau Ruser;Sodgasse 7;79539;Lörrach;Baden-Württemberg;Deutschland;47.603198;7.644787;https://hofladen.info/hofladen/weinbau-ruser
Hof Windhorst;Holter Strasse 41;31613;Wietzen;Niedersachsen;Deutschland;52.690928;9.057812;https://hofladen.info/hofladen/hof-windhorst
Uckermärker LandKörbchen;Ludwigsburg 6;17291;Schenkenberg;Brandenburg;Deutschland;53.355707;13.981670;https://hofladen.info/hofladen/uckermarker-landkorbchen
Der kleine Hofladen in Altmühlfranken/Schlungenhof;Ansbacher Str.48;91710;Gunzenhausen;Bayern;Deutschland;49.126343;10.750490;https://hofladen.info/hofladen/der-kleine-hofladen-in-altmuhlfranken-schlungenhof
Fischerei Schröder;Gahlberg 2 ;14715 ;Havelaue ;Brandenburg;Deutschland;52.749790;12.225157;https://hofladen.info/hofladen/fischerei-schroder
Bauer Lipp;Steinbrücker Hof;64331;Weiterstadt;Hessen;Deutschland;49.899280;8.588100;https://hofladen.info/hofladen/bauer-lipp
C. v. Laer - Erdbeer- und Spargelkulturen;Senderstraße 23;32049;Herford;Niedersachsen;Deutschland;52.133234;8.729746;https://hofladen.info/hofladen/c-v-laer-erdbeer-und-spargelkulturen
Schafskäserei Hof Ahmen;Wacholder Weg 1;24376;Kappeln;Schleswig-Holstein;Deutschland;54.636540;9.954810;https://hofladen.info/hofladen/schafskaserei-hof-ahmen
Kartoffelhof Lienig;Zum Kartoffelhof 13;4509;Delitzsch;Sachsen;Deutschland;51.506460;12.348370;https://hofladen.info/hofladen/kartoffelhof-lienig
Theke der norddeutschen Direktvermarkter;Eichenstraße 13 ;27389 ;Stemmen;Niedersachsen;Deutschland;53.223263;9.551247;https://hofladen.info/hofladen/theke-der-norddeutschen-direktvermarkter
Stiftsgut Wilhelmsglücksbrunn;Wilhelmsglücksbrunn;99831;Creuzburg;Thüringen;Deutschland;51.040680;10.230030;https://hofladen.info/hofladen/stiftsgut-wilhelmsglucksbrunn
Scholl Ziegenalarm;Ansbacher Str. 20;91578;Leutershausen;Bayern;Deutschland;49.298590;10.483750;https://hofladen.info/hofladen/scholl-ziegenalarm
Föhrer Inselkäse;Hauptstraße 9;25938;Alkersum;Schleswig-Holstein;Deutschland;54.708690;8.507300;https://hofladen.info/hofladen/fohrer-inselkase
Agrarhandel;Stollberger Straße 47;8297;Zwönitz;Sachsen;Deutschland;50.656011;12.809250;https://hofladen.info/hofladen/agrarhandel
Hof Schünemann;Barmer Kirchweg 3;27313;Dörverden;Niedersachsen;Deutschland;52.835260;9.205200;https://hofladen.info/hofladen/hof-schunemann
Erlebnishof Lahmann;Burgdorfer Str. 26;31303;Burgdorf;Niedersachsen;Deutschland;52.482850;10.009160;https://hofladen.info/hofladen/erlebnishof-lahmann
Hof Bolte;Alter Schulweg 14a ;31634 ;Lichtenhorst;Niedersachsen;Deutschland;52.722230;9.391300;https://hofladen.info/hofladen/hof-bolte
Spargelhof Walter;Ludwigstr. 50;67161;Gönnheim;Rheinland-Pfalz;Deutschland;49.447905;8.238913;https://hofladen.info/hofladen/spargelhof-walter
Hirschhof Hildebrandt;Küsterland 19;16918;Wittstock;Brandenburg;Deutschland;53.286230;12.350483;https://hofladen.info/hofladen/hirschhof-hildebrandt
Bauernhof am Mühlenblick;Neubrandenburger Chaussee 13;17348;Woldegk;Mecklenburg-Vorpommern;Deutschland;53.463010;13.567380;https://hofladen.info/hofladen/bauernhof-am-muhlenblick
Hofcafe Lenhardt;Am Kirchborn 10;63303;Dreieich;Hessen;Deutschland;50.006501;8.744240;https://hofladen.info/hofladen/hofcafe-lenhardt
