name;streetAddress;postalCode;addressLocality;addressRegion;addressCountry;geo_latitude;geo_longitude;url
Fläming Wildhandel Gmbh Griebsch&Griebsch;Bardenitzer Dorfstraße 56;14929;Treuenbrietzen;Brandenburg;Deutschland;52.075260;12.942830;https://hofladen.info/hofladen/flaming-wildhandel-gmbh-griebsch-griebsch
Brunnenhof Bio-Geflügel;Hohe Straße 25;74653;Künzelsau;Baden-Württemberg;Deutschland;49.272957;9.778433;https://hofladen.info/hofladen/brunnenhof-bio-geflugel
Bioland-Imkerei Ralf Berghane;Laurentiusstr. 5;45899;Gelsenkirchen;Nordrhein-Westfalen;Deutschland;51.525070;7.025900;https://hofladen.info/hofladen/bioland-imkerei-ralf-berghane
Weingut Heinrich;Kümmelstr. 2;74182;Obersulm-Sülzbach;Baden-Württemberg;Deutschland;49.145420;9.343420;https://hofladen.info/hofladen/weingut-heinrich
Hofkäserei Horn;Hauptstraße 81;9430;Drebach;Sachsen;Deutschland;50.672840;13.019110;https://hofladen.info/hofladen/hofkaserei-horn
Inselhof;Am Mühlplatz 18;37318;Dietzenrode;Thüringen;Deutschland;51.298240;10.015240;https://hofladen.info/hofladen/inselhof
Hof Rengstorf;Benzen 6 ;29664 ;Walsrode;Niedersachsen;Deutschland;52.832866;9.580981;https://hofladen.info/hofladen/hof-rengstorf
Obsthof Harms ;Hohenwischer Straße 107 ;21129;Hamburg;Hamburg;Deutschland;53.507910;9.872630;https://hofladen.info/hofladen/obsthof-harms
Bauernhof Franz;Dorfstraße 12;1156;Dresden;Sachsen;Deutschland;51.094630;13.642750;https://hofladen.info/hofladen/bauernhof-franz
Alhusen Spargelplantagen;Mahlen 2;27324;Eystrup;Niedersachsen;Deutschland;52.785253;9.200345;https://hofladen.info/hofladen/alhusen-spargelplantagen
Bio-Imkerei Ullrich Burmeister;Berliner Allee 18;14547;Beelitz;Brandenburg;Deutschland;52.272229;12.896538;https://hofladen.info/hofladen/bio-imkerei-ullrich-burmeister
Geflügelhof Berger;Grünhainichener Str. 51;9573;Leubsdorf;Sachsen;Deutschland;50.790930;13.135032;https://hofladen.info/hofladen/geflugelhof-berger
Beerenhof Lohse;Rodewalder Straße 36;29690;Gilten;Niedersachsen;Deutschland;52.702927;9.545635;https://hofladen.info/hofladen/beerenhof-lohse
Steinhäußers Hofladen;Haager Str.16;74653;Künzelsau;Baden-Württemberg;Deutschland;49.257466;9.687688;https://hofladen.info/hofladen/steinhau%C3%9Fers-hofladen
Armin Wacker;Bogenstr.5;74599;Wallhausen-Asbach;Baden-Württemberg;Deutschland;49.227280;10.094750;https://hofladen.info/hofladen/armin-wacker
Hielscher Hof;Krähwinkel 4;42799;Leichlingen;Nordrhein-Westfalen;Deutschland;51.112954;7.100069;https://hofladen.info/hofladen/hielscher-hof
Knospenhof;Bergstraße 8;54317;Herl;Rheinland-Pfalz;Deutschland;49.731270;6.823390;https://hofladen.info/hofladen/knospenhof
Hofkäserei Büttner;Oststraße 2;7958;Hohenleuben;Thüringen;Deutschland;50.711741;12.058525;https://hofladen.info/hofladen/hofkaserei-buttner
Schäferhof Seb & Karla Schäfer;Rehbergstr. 63;51709;Marienheide;Nordrhein-Westfalen;Deutschland;51.088220;7.515640;https://hofladen.info/hofladen/schaferhof-seb-karla-schafer
Gut Schmerwitz - Hofladen;Schmerwitz 8;14827;Wiesenburg;Brandenburg;Deutschland;52.139904;12.482903;https://hofladen.info/hofladen/gut-schmerwitz-hofladen
Oesehof Seifersdorf;Am Steinberg 1;1454;Wachau;Sachsen;Deutschland;51.157813;13.887460;https://hofladen.info/hofladen/oesehof-seifersdorf
Guidohof;Am Ullersberg 31;9212;Limbach Oberfrohna;Sachsen;Deutschland;50.881911;12.652457;https://hofladen.info/hofladen/guidohof
Eschenhof;Bärenbergstraße 1;34466;Altenhasungen;Hessen;Deutschland;51.342670;9.223420;https://hofladen.info/hofladen/eschenhof
Böhringer Obst;Mainhardter Str.23;74629;Untersteinbach;Baden-Württemberg;Deutschland;49.138602;9.571006;https://hofladen.info/hofladen/bohringer-obst
Hof Peter Soltau;Höfnerwinkel 15;29358;Eicklingen;Niedersachsen;Deutschland;52.560210;10.180020;https://hofladen.info/hofladen/hof-peter-soltau
Spargelhof Koenen;Heideweg 11;47623;Kevelaer;Nordrhein-Westfalen;Deutschland;51.582270;6.228457;https://hofladen.info/hofladen/spargelhof-koenen
Hofladen G.Rapp;Im Schollengarten 19b;76646;Untergrombach;Baden-Württemberg;Deutschland;49.096050;8.561330;https://hofladen.info/hofladen/hofladen-g-rapp
Meisterhonig Christine & Ivan Curic;In der Aue 10;37213;Witzenhausen;Hessen;Deutschland;51.338274;9.866100;https://hofladen.info/hofladen/meisterhonig-christine-ivan-curic
Weingut Weihbrecht.de;Hauptstr.20;74626;Bretzfeld;Baden-Württemberg;Deutschland;49.183064;9.404048;https://hofladen.info/hofladen/weingut-weihbrecht-de
Däuber´s Hof;Langenburger Str. 2;74542;Braunsbach;Baden-Württemberg;Deutschland;49.220910;9.795140;https://hofladen.info/hofladen/dauber%C2%B4s-hof
Wasserbüffelhof Warpe;Haus Nr. 9;27333;Warpe;Niedersachsen;Deutschland;53.793070;7.901690;https://hofladen.info/hofladen/wasserbuffelhof-warpe
Landkost Hofladen;Motzener Straße 111;15741;Bestensee;Brandenburg;Deutschland;52.224192;13.610114;https://hofladen.info/hofladen/landkost-hofladen
Täler Straussenfarm;Hellborn 29;07646;Renthendorf;Thüringen;Deutschland;50.814862;11.867233;https://hofladen.info/hofladen/taler-straussenfarm
Rümelinsmühle Murrhardt;Siegelsberger Str.23;71540;Murrhardt;Baden-Württemberg;Deutschland;48.982521;9.581380;https://hofladen.info/hofladen/rumelinsmuhle-murrhardt
Taubertaler Heimatladen;Mörickestraße 16;97990 ;Laudenbach;Baden-Württemberg;Deutschland;49.454459;9.933066;https://hofladen.info/hofladen/taubertaler-heimatladen
Hof Rudnick;Schmolte 10;49406;Drentwede;Niedersachsen;Deutschland;52.726590;8.555290;https://hofladen.info/hofladen/hof-rudnick
Schäferei Hullerbusch;Hullerbusch 2;17258;Feldberger Seenlandschaft;Mecklenburg-Vorpommern;Deutschland;53.321330;13.444240;https://hofladen.info/hofladen/schaferei-hullerbusch
Hofladen Gernewitz;Rausdorfer Straße 10;7646;Stadtroda;Thüringen;Deutschland;50.867882;11.693216;https://hofladen.info/hofladen/hofladen-gernewitz
Biohof Jacobi;Mühlentor 28;34434;Borgentreich - Körbecke;Nordrhein-Westfalen;Deutschland;51.535410;9.284390;https://hofladen.info/hofladen/biohof-jacobi
Erdbeerhof Nüstedt;Döhren 3;27211;Bassum;Niedersachsen;Deutschland;52.895404;8.729861;https://hofladen.info/hofladen/erdbeerhof-nustedt
Familie Wegner;Schwarzweiler 12;74670;Forchtenberg;Baden-Württemberg;Deutschland;49.270279;9.567786;https://hofladen.info/hofladen/familie-wegner
Stoffers Hoff;Im Dicken Ort 22;27283;Verden (Aller);Niedersachsen;Deutschland;52.907364;9.277905;https://hofladen.info/hofladen/stoffers-hoff
Windberghof;Windberghof;79837;St. Blasien;Baden-Württemberg;Deutschland;47.764200;8.108890;https://hofladen.info/hofladen/windberghof
Forellenhof Themar;Steinlache 4;98660;Themar;Thüringen;Deutschland;50.491431;10.632444;https://hofladen.info/hofladen/forellenhof-themar
Hof Röhrkasten;Höfen 17;31600;Uchte;Niedersachsen;Deutschland;52.473898;8.910849;https://hofladen.info/hofladen/hof-rohrkasten
Risstalimker Maier Bioland;Grotteweg 1;88433;Schemmerhofen;Baden-Württemberg;Deutschland;48.176402;9.796562;https://hofladen.info/hofladen/risstalimker-maier-bioland
Gärtnerei Ueckermünde;Reeperbahn 1;17373;Ueckermünde;Mecklenburg-Vorpommern;Deutschland;53.734920;14.034030;https://hofladen.info/hofladen/gartnerei-ueckermunde
Froschkönig;Profener Bahnhofstrasse 2;06728;Elsteraue;Sachsen-Anhalt;Deutschland;51.129220;12.215077;https://hofladen.info/hofladen/froschkonig
Winzerhof Gussek ;Kösener Straße 66 ;6618;Naumburg;Sachsen-Anhalt;Deutschland;51.151460;11.787502;https://hofladen.info/hofladen/winzerhof-gussek
Rixmanns Hof;Nauener Str. 23 a;16833;Linum;Brandenburg;Deutschland;52.758870;12.875300;https://hofladen.info/hofladen/rixmanns-hof
Naturhof Scherhag;Hauptstraße 84;56332;Dieblich/Mosel;Rheinland-Pfalz;Deutschland;50.315913;7.473606;https://hofladen.info/hofladen/naturhof-scherhag
Hof Neuheim;Neuheim 2;24376;Kappeln;Schleswig-Holstein;Deutschland;54.683220;9.914620;https://hofladen.info/hofladen/hof-neuheim
Bio Ranch Zempow;Birkenallee 12;16909;Wittstock;Brandenburg;Deutschland;53.212705;12.728837;https://hofladen.info/hofladen/bio-ranch-zempow
Straußenhof Scholz ;Stichelsdorfer Weg 24 ;6188;Landsberg;Sachsen-Anhalt;Deutschland;51.501435;12.035664;https://hofladen.info/hofladen/strau%C3%9Fenhof-scholz
Klaus und Sacha Marquardt;Biegelspfad 1 direkt neben dem Fürstengrabhügel;71735;Eberdingen;Baden-Württemberg;Deutschland;48.887972;9.008181;https://hofladen.info/hofladen/klaus-und-sacha-marquardt
Schäferei Schuster;Ostorfer Straße 2;39615;Beuster;Brandenburg;Deutschland;52.938184;11.790883;https://hofladen.info/hofladen/schaferei-schuster
Agrar- und Absatzgenossenschaft eG Naumburg;Hallesche Str. 73;06618;Naumburg;Sachsen-Anhalt;Deutschland;51.161760;11.820090;https://hofladen.info/hofladen/agrar-und-absatzgenossenschaft-eg-naumburg
Schafshofkäserei Clodramühle;Clodramühle 2;7980;Berga/Elster;Thüringen;Deutschland;50.759594;12.131404;https://hofladen.info/hofladen/schafshofkaserei-clodramuhle
Jungbauernhof;Dietenbach 3;79199;Kirchzarten;Baden-Württemberg;Deutschland;47.953740;7.945800;https://hofladen.info/hofladen/jungbauernhof
Lunser Landlädchen;Kirchweg 1;27321;Thedinghausen;Niedersachsen;Deutschland;52.968010;9.046830;https://hofladen.info/hofladen/lunser-landladchen
Feddersens Farm;Westerende 9;25885;Immenstedt;Schleswig-Holstein;Deutschland;54.538180;9.156910;https://hofladen.info/hofladen/feddersens-farm
Johannishof;Johannishof 1;66640;Namborn-Furschweiler;Saarland;Deutschland;49.514030;7.186010;https://hofladen.info/hofladen/johannishof
Kloster Pforta;Saalberge 73;06628;Bad Kösen;Sachsen-Anhalt;Deutschland;51.150990;11.731877;https://hofladen.info/hofladen/kloster-pforta
Hof Kley;Römerstraße 81;53332;Bornheim;Nordrhein-Westfalen;Deutschland;50.792014;7.027498;https://hofladen.info/hofladen/hof-kley
Hofladen Nestler;Thomas-Müntzer-Weg 1;8359;Breitenbrunn;Sachsen;Deutschland;50.473891;12.811276;https://hofladen.info/hofladen/hofladen-nestler
Frauenhofer;Langquaider Str. 4;84085 ;Langquaid;Bayern;Deutschland;48.786564;12.015621;https://hofladen.info/hofladen/frauenhofer
Voigt Baumschulen ;Raguhner Straße 14a ;6779;Priorau;Sachsen-Anhalt;Deutschland;51.730290;12.284850;https://hofladen.info/hofladen/voigt-baumschulen
Biomarkt Vorwerk Podemus;Podemuser Ring 1;1156;Dresden;Sachsen;Deutschland;51.060560;13.628343;https://hofladen.info/hofladen/biomarkt-vorwerk-podemus
Haußler Hinterespig;Hinterespig 5;74629;Pfedelbach;Baden-Württemberg;Deutschland;49.152290;9.519790;https://hofladen.info/hofladen/hau%C3%9Fler-hinterespig
Hofladen Quitzow;Buchholzer Chaussee 16;19348;Perleberg;Brandenburg;Deutschland;53.103435;11.835136;https://hofladen.info/hofladen/hofladen-quitzow
Obstkelterei Fläminggarten;Triftstraße 3;06895;Zahna;Sachsen-Anhalt;Deutschland;51.916206;12.784003;https://hofladen.info/hofladen/obstkelterei-flaminggarten
Hof Sackern;Albringhauser Str. 22;58300;Wetter;Nordrhein-Westfalen;Deutschland;51.375380;7.330470;https://hofladen.info/hofladen/hof-sackern
LDZ GmbH ;Siedlungsstraße 17a ;6231;Bad Dürrenberg;Sachsen-Anhalt;Deutschland;51.307647;12.071955;https://hofladen.info/hofladen/ldz-gmbh
Honigladen;Hauptstraße 5;9474;Crottendorf;Sachsen;Deutschland;50.534307;12.944380;https://hofladen.info/hofladen/honigladen
Rügener Inselfrische;Poseritz Hof 15;18574;Poseritz;Mecklenburg-Vorpommern;Deutschland;54.304771;13.272809;https://hofladen.info/hofladen/rugener-inselfrische-2
Klostergut auf dem Altstadtmarkt;Altstadtmarkt 1;38100;Braunschweig;Niedersachsen;Deutschland;52.262550;10.517870;https://hofladen.info/hofladen/klostergut-auf-dem-altstadtmarkt
Luisenhof Wiebendorf;Lange Straße 30;19258;Wiebendorf;Mecklenburg-Vorpommern;Deutschland;53.406581;10.816096;https://hofladen.info/hofladen/luisenhof-wiebendorf
Ziegenhof Lauterbach;Dorfstraße 110;1833;Stolpen;Sachsen;Deutschland;51.067180;14.128050;https://hofladen.info/hofladen/ziegenhof-lauterbach
Spargelhof Kalkofen;Cobbeler Mühlenstr. 4;39517;Tangerhütte;Sachsen-Anhalt;Deutschland;52.395233;11.862356;https://hofladen.info/hofladen/spargelhof-kalkofen
Kräuterwerkstatt;Zum Brunnenbiegel 8;74585;Rot am See;Baden-Württemberg;Deutschland;49.243810;9.969750;https://hofladen.info/hofladen/krauterwerkstatt
Spargelhof Meyer;Dorfstraße 46;31592;Stolzenau;Niedersachsen;Deutschland;52.520720;9.056910;https://hofladen.info/hofladen/spargelhof-meyer
Hof Zorn;An der Ganswiese 1;65321;Heidenrod;Hessen;Deutschland;50.163370;7.919160;https://hofladen.info/hofladen/hof-zorn
Hof Brandt;Schneeheide 1;29664 ;Walsrode;Niedersachsen;Deutschland;52.851352;9.550492;https://hofladen.info/hofladen/hof-brandt
Bauer Stolze;An der Kapelle 5 ;31311 ;Uetze;Niedersachsen;Deutschland;52.411770;10.137750;https://hofladen.info/hofladen/bauer-stolze
Bauckhof Amelinghausen;Triangel 2;21385;Amelinghausen;Niedersachsen;Deutschland;53.133650;10.219770;https://hofladen.info/hofladen/bauckhof-amelinghausen
Dahmer Landmilch;Kellenhusener Weg 26;23747;Dahme;Schleswig-Holstein;Deutschland;54.205120;11.078410;https://hofladen.info/hofladen/dahmer-landmilch
Ziegenhof Lauterbach;Dorfstraße 110 ;01833 ;Stolpen;Sachsen;Deutschland;51.067079;14.128531;https://hofladen.info/hofladen/ziegenhof-lauterbach-2
Hof Butendiek;Reitlander Strasse 1;26937;Seefeld;Niedersachsen;Deutschland;53.441910;8.338880;https://hofladen.info/hofladen/hof-butendiek
Weingut Keil;Altrenzener Weg 2;74629;Pfedelbach;Baden-Württemberg;Deutschland;49.149540;9.555850;https://hofladen.info/hofladen/weingut-keil
Hofladen Metz;Gaisbacher Str. 18;74632;Neuenstein;Baden-Württemberg;Deutschland;49.276679;9.688127;https://hofladen.info/hofladen/hofladen-metz
Husmanns Obstgärten;Sulinger Strasse 13;27246;Borstel;Niedersachsen;Deutschland;52.670147;8.969011;https://hofladen.info/hofladen/husmanns-obstgarten
Käserei Elisabethenhof;Elisabethenhof;35794;Probbach;Hessen;Deutschland;50.545940;8.200439;https://hofladen.info/hofladen/kaserei-elisabethenhof
Hofgut Pulsitz;Pulsitzer Hauptstraße 14;4749;Ostrau;Sachsen;Deutschland;51.216120;13.168590;https://hofladen.info/hofladen/hofgut-pulsitz
Hofladen Maas GbR;Kirchstr. 34;74544;Michelbach an der Bilz;Baden-Württemberg;Deutschland;49.067890;9.764269;https://hofladen.info/hofladen/hofladen-maas-gbr
Früchtehof Schindler;Warpe 21;27333;Warpe;Niedersachsen;Deutschland;52.735900;9.110730;https://hofladen.info/hofladen/fruchtehof-schindler
Wabenhonigimker Olaf Schacht;Dorfstraße 54;34298;Helsa;Hessen;Deutschland;51.219649;9.644643;https://hofladen.info/hofladen/wabenhonigimker-olaf-schacht
Hofladen Frank GbR;Steinbacher Weg 35;74653;Künzelsau;Baden-Württemberg;Deutschland;49.287300;9.709260;https://hofladen.info/hofladen/hofladen-frank-gbr
Familie Dangel;Dangelhof 1;89174;Altheim/Alb;Baden-Württemberg;Deutschland;48.570701;10.024990;https://hofladen.info/hofladen/familie-dangel
Hofladen und Cafe Lore Feindt ;Westerjork 57 ;21635;Jork;Niedersachsen;Deutschland;53.534930;9.670150;https://hofladen.info/hofladen/hofladen-und-cafe-lore-feindt
Lärchenhof;Lärchenhof 1;88633;Heiligenberg;Baden-Württemberg;Deutschland;47.829220;9.310350;https://hofladen.info/hofladen/larchenhof
Hardthof;Hardtweg 23;64385;Reichelsheim;Hessen;Deutschland;49.691160;8.813138;https://hofladen.info/hofladen/hardthof
Spargel Lüters; Visselhöveder Straße 14 ;29683 ;Bad Fallingbostel ;Niedersachsen;Deutschland;52.904935;9.758140;https://hofladen.info/hofladen/spargel-luters
Weingut Hofmann;Strüther Str.7;97285;Röttingen;Bayern;Deutschland;49.512800;9.967770;https://hofladen.info/hofladen/weingut-hofmann
Hof Zandershagen;Dorfstraße 20;18461;Richtenberg;Mecklenburg-Vorpommern;Deutschland;54.197030;12.919980;https://hofladen.info/hofladen/hof-zandershagen
Pankratiushof Mainz;Lindenplatz 6 ;55129 ;Mainz;Rheinland-Pfalz;Deutschland;49.960310;8.280537;https://hofladen.info/hofladen/pankratiushof-mainz
Biohof Kaemena;Niederblockland 6 2;28357;Bremen;Bremen;Deutschland;53.154428;8.838718;https://hofladen.info/hofladen/biohof-kaemena
Hofkäserei Klostersee;;23743;Grömitz;Schleswig-Holstein;Deutschland;54.186490;10.968820;https://hofladen.info/hofladen/hofkaserei-klostersee
Porschendorfer Mühle;Lindenstraße 17 ;01833 ;Dürrröhrsdorf-Dittersbach;Sachsen;Deutschland;51.012369;13.999027;https://hofladen.info/hofladen/porschendorfer-muhle
Agrarhandel Dürrenhofe Hofladen;Lübbener Str. 7a;15913;Märkische Heide;Brandenburg;Deutschland;52.022578;13.943309;https://hofladen.info/hofladen/agrarhandel-durrenhofe-hofladen
Weingut Gruber;Tannenhof 1;74182;Obersulm-Eschenau;Baden-Württemberg;Deutschland;49.136200;9.399030;https://hofladen.info/hofladen/weingut-gruber
Meyerdierks Hofladen;Moor­hau­ser Land­straße 33 ;28865;Lili­en­thal;Niedersachsen;Deutschland;53.153781;8.912653;https://hofladen.info/hofladen/meyerdierks-hofladen
Landwirtschaft Lindenhof;Hauptstr. 10;2829;Pfaffendorf;Sachsen;Deutschland;51.129460;14.904020;https://hofladen.info/hofladen/landwirtschaft-lindenhof
Kemppels;Baad 12/1;74535;Mainhardt;Baden-Württemberg;Deutschland;49.078054;9.557513;https://hofladen.info/hofladen/kemppels
Schafraffenland;Balzhofener Str. 21;77815;Bühl;Baden-Württemberg;Deutschland;48.712310;8.092030;https://hofladen.info/hofladen/schafraffenland
Martinshof Beck;;67373;Dudenhofen;Rheinland-Pfalz;Deutschland;49.316220;8.389352;https://hofladen.info/hofladen/martinshof-beck
Hof Bostel;Benzen 7;29664 ;Walsrode;Niedersachsen;Deutschland;52.833364;9.581356;https://hofladen.info/hofladen/hof-bostel
Brennerei Fritz Lösch;Adolzfurter Straße 33;74629;Pfedelbach-Windischenbach;Baden-Württemberg;Deutschland;49.180238;9.483753;https://hofladen.info/hofladen/brennerei-fritz-losch
Weingut Erich Hirth;Löwensteiner Str. 76;74182;Obersulm;Baden-Württemberg;Deutschland;49.130580;9.360340;https://hofladen.info/hofladen/weingut-erich-hirth
Gartenbau Hauke;Oskar von Arnim Straße 12;17291;Nordwestuckermark;Brandenburg;Deutschland;53.274088;13.688236;https://hofladen.info/hofladen/gartenbau-hauke
Gemüsebaubetrieb Spreewald Marcel Mich;Lübbenauer Str. 12;03222;Lübbenau;Brandenburg;Deutschland;51.869425;13.883366;https://hofladen.info/hofladen/gemusebaubetrieb-spreewald-marcel-mich
Kellerwaldhof;Heideweg 1;34596;Bad Zwesten;Hessen;Deutschland;51.029310;9.162170;https://hofladen.info/hofladen/kellerwaldhof
Röpers Hof;Am Kirchweg 6 ;27383 ;Scheeßel;Niedersachsen;Deutschland;53.128642;9.464701;https://hofladen.info/hofladen/ropers-hof-2
Arpshof;Am Schulberg 6 ;21279 ;Dierstorf;Niedersachsen;Deutschland;53.348046;9.759489;https://hofladen.info/hofladen/arpshof
Hennehof;Zur Abgunst 40;34388;Trendelburg;Hessen;Deutschland;51.583910;9.435430;https://hofladen.info/hofladen/hennehof
Hofgemeinschaft Fargemiel;Siggener Weg 2;23777;Fargemiel;Schleswig-Holstein;Deutschland;54.279530;11.032040;https://hofladen.info/hofladen/hofgemeinschaft-fargemiel
Spargel- & Erdbeerhof Hirsch;Oberach 2;65468;Trebur;Rheinland-Pfalz;Deutschland;49.922059;8.436438;https://hofladen.info/hofladen/spargel-erdbeerhof-hirsch
Capriolenhof;Schleusenhof Regow 1;16798;Fürstenberg;Brandenburg;Deutschland;53.131940;13.296760;https://hofladen.info/hofladen/capriolenhof
Milchtankstelle Schwante;Dorfstraße 1b;16727 ;Oberkrämer;Brandenburg;Deutschland;52.729782;13.092473;https://hofladen.info/hofladen/milchtankstelle-schwante
Brennerei Fritz-Martin Mozer;Lerchenhof 1;74629;Pfedelbach;Baden-Württemberg;Deutschland;49.173740;9.518520;https://hofladen.info/hofladen/brennerei-fritz-martin-mozer
Hof Kaemena;Gustav-Brandes-Weg 19;28355;Bremen;Bremen;Deutschland;53.108410;8.912300;https://hofladen.info/hofladen/hof-kaemena
Klosterhöfer Ziegenkäse;Gomfritz 3;36381;Schlüchtern;Hessen;Deutschland;50.385778;9.540698;https://hofladen.info/hofladen/klosterhofer-ziegenkase
Biolandhof Dicke Eiche;Dicke Eiche 9;49143;Bissendorf;Niedersachsen;Deutschland;52.278540;8.268150;https://hofladen.info/hofladen/biolandhof-dicke-eiche
Obstbau Schleicher;Hinterespig 9;74629;Pfedelbach;Baden-Württemberg;Deutschland;49.153301;9.520108;https://hofladen.info/hofladen/obstbau-schleicher
Pflanzenmarkt und Hofladen Hesse ;Calenberger Dorfstraße 1a ;39114;Magdeburg;Sachsen-Anhalt;Deutschland;52.065290;11.739470;https://hofladen.info/hofladen/pflanzenmarkt-und-hofladen-hesse
Auentalhof;Alte Landstraße 16;69488;Birkenau;Hessen;Deutschland;49.546305;8.764216;https://hofladen.info/hofladen/auentalhof
Gut Gamig;Gamig Nr 2;01809;Dohna;Sachsen;Deutschland;50.961629;13.842014;https://hofladen.info/hofladen/gut-gamig
Jesser Mühle;Neuenstadter Str.21;74239;Hardthausen - Kochersteinsfeld;Baden-Württemberg;Deutschland;49.240492;9.399277;https://hofladen.info/hofladen/jesser-muhle
Apfelgarten Meyer ;Fährdeich 18 ;21129;Hamburg;Hamburg;Deutschland;53.525950;9.801940;https://hofladen.info/hofladen/apfelgarten-meyer
Ernte mich;Großpösnaer Straße 71;4288;Leipzig;Sachsen;Deutschland;51.277258;12.479925;https://hofladen.info/hofladen/ernte-mich
Sunnehof;Lettenweg 12;79689;Maulburg;Baden-Württemberg;Deutschland;47.639817;7.780956;https://hofladen.info/hofladen/sunnehof
Elisabethhof;Goethestraße 9  ;14542 ;Werder(Havel);Brandenburg;Deutschland;52.348160;12.881150;https://hofladen.info/hofladen/elisabethhof
Kellers Hofladen;Harrbacher Weg 41;97753;Karlstadt;Bayern;Deutschland;49.994190;9.730790;https://hofladen.info/hofladen/kellers-hofladen
Straußenfarm Helmsdorf;Ziegeleistraße 4;01833 ;Stolpen;Sachsen;Deutschland;51.026682;14.032708;https://hofladen.info/hofladen/strau%C3%9Fenfarm-helmsdorf
Sternhof;Weikersholz 8;74585;Rot am See;Baden-Württemberg;Deutschland;49.251290;10.108178;https://hofladen.info/hofladen/sternhof
Waldziegenhof;Schloßstraße 19;89446;Ziertheim;Bayern;Deutschland;48.650990;10.396800;https://hofladen.info/hofladen/waldziegenhof
Hofladen Schloß Eichicht ;Schloßstraße 1;07338;Kaulsdorf ;Thüringen;Deutschland;50.607902;11.440252;https://hofladen.info/hofladen/hofladen-schlo%C3%9F-eichicht
Ziegenhof Ems-Aue;Kurtstr. 8;34560;Fritzlar;Hessen;Deutschland;51.159886;9.264043;https://hofladen.info/hofladen/ziegenhof-ems-aue
Spargelhof Kremmen;Groß-Ziethener Weg 2;16766;Kremmen;Brandenburg;Deutschland;52.755949;13.033614;https://hofladen.info/hofladen/spargelhof-kremmen
Mennes Nieheimer Schaukäserei;Hospitalstraße 22;33039;Nieheim;Nordrhein-Westfalen;Deutschland;51.803390;9.103550;https://hofladen.info/hofladen/mennes-nieheimer-schaukaserei
Weingut Ungerer;Harsberger Str. 15;74629;Pfedelbach;Baden-Württemberg;Deutschland;49.147460;9.551540;https://hofladen.info/hofladen/weingut-ungerer
Spargelhof Genter;Tannenallee 8;38528;Adenbüttel;Niedersachsen;Deutschland;52.399206;10.433668;https://hofladen.info/hofladen/spargelhof-genter
Franken-Genuss;Gonnersdorf 6;90556 ;Cadolzburg;Bayern;Deutschland;49.464897;10.820451;https://hofladen.info/hofladen/franken-genuss
Hofladen Wiedemann;Breite Straße 1;38159 ;Vechelde;Niedersachsen;Deutschland;52.258161;10.339761;https://hofladen.info/hofladen/hofladen-wiedemann
Arche Warder;Langwedeler Weg 11;24646 ;Warder;Schleswig-Holstein;Deutschland;54.217864;9.906339;https://hofladen.info/hofladen/arche-warder
Edelrot;Hausen 2;41751;Viersen;Nordrhein-Westfalen;Deutschland;51.229753;6.344151;https://hofladen.info/hofladen/edelrot
Johns Hofladen;Tuchenbacher Str. 9;90587 ;Veitsbronn;Bayern;Deutschland;49.512777;10.883561;https://hofladen.info/hofladen/johns-hofladen
Hof Stolze Kuh;Weinbergstraße 6a;16248;Lunow;Brandenburg;Deutschland;52.945482;14.100840;https://hofladen.info/hofladen/hof-stolze-kuh
Obsthof Drechsle;Feldbergstrasse 22;79639;Grenzach-Wyhlen;Baden-Württemberg;Deutschland;47.567811;7.705064;https://hofladen.info/hofladen/obsthof-drechsle
Jambo Straußenfarm;Kreblitzer Straße 3;15926;Luckau;Brandenburg;Deutschland;51.903850;13.689837;https://hofladen.info/hofladen/jambo-strau%C3%9Fenfarm
Erdbeer-& Spargelhof Böser;Kurze Allee 1;76694/Baden;Forst;Baden-Württemberg;Deutschland;49.141286;8.576110;https://hofladen.info/hofladen/erdbeer-spargelhof-boser
Hof Schröder;Donnerstedter Dorfstr. 2;27321;Thedinghausen;Niedersachsen;Deutschland;52.964285;8.973801;https://hofladen.info/hofladen/hof-schroder
Regionalmarkt Hohenlohe;Birkichstr. 10;74549;Wolpertshausen;Baden-Württemberg;Deutschland;49.169313;9.859870;https://hofladen.info/hofladen/regionalmarkt-hohenlohe
Weingut Krebs;Birkenweg 48;79589;Binzen;Baden-Württemberg;Deutschland;47.633940;7.611742;https://hofladen.info/hofladen/weingut-krebs
Rahlf;Mehrower Dorfstraße 1;16356;Ahrensfelde;Brandenburg;Deutschland;52.570797;13.614465;https://hofladen.info/hofladen/rahlf
Fischland Scharmützelsee;Schwarzhorner Weg 26;15864;Wendisch Rietz;Brandenburg;Deutschland;52.220800;14.016334;https://hofladen.info/hofladen/fischland-scharmutzelsee
Milchschafhof-Schafgarbe;Ogrosener Dorfstraße 35;3226;Vetschau;Brandenburg;Deutschland;51.711900;14.040980;https://hofladen.info/hofladen/milchschafhof-schafgarbe
Hofladen Gerbitz;Hauptstraße 17;6429;Nienburg/Saale;Sachsen-Anhalt;Deutschland;51.841606;11.826253;https://hofladen.info/hofladen/hofladen-gerbitz
Kräutergärtnerei Helenion;Kleine Straße 2a;17291;Grünow;Brandenburg;Deutschland;53.318240;13.948710;https://hofladen.info/hofladen/krautergartnerei-helenion
